country,date,gdp,population,inflation,poverty,unemployment,life_expectancy,literacy,gdp_per_capita,population_millions,gdp_billions,high_unemployment,high_inflation,development_score
Uganda,1970-01-01 00:00:00.000001999,5998563257.94659,23257281.0,5.77736898687895,80.6,3.46,48.977,71.3237656509463,257.9219496013567,23.257281,5.99856325794659,False,False,13.02327165038284
Uganda,1970-01-01 00:00:00.000002000,6193246837.09687,24000150.0,3.39202158512998,70.24,3.531,49.64,71.3237656509463,258.05033873108584,24.00015,6.19324683709687,False,False,17.472683591044326
Uganda,1970-01-01 00:00:00.000002001,5840503868.51573,24745676.0,1.86512524084773,70.24,3.522,50.576,71.3237656509463,236.02118885399332,24.745676,5.84050386851573,False,False,22.627980639218237
Uganda,1970-01-01 00:00:00.000002002,6178563591.12051,25532870.0,-0.287508511765196,78.6,3.5,51.443,68.1399993896484,241.98468840833445,25.53287,6.17856359112051,False,False,37.224378594496045
Uganda,1970-01-01 00:00:00.000002003,6606884275.23087,26352124.0,8.68047651566884,70.24,3.6,52.414,71.3237656509463,250.7154366468096,26.352124,6.60688427523087,False,False,10.075974290823932
Uganda,1970-01-01 00:00:00.000002004,7939487547.77384,27154515.0,3.72128743978228,70.24,2.699,53.699,71.3237656509463,292.3818579626202,27.154515,7.93948754777384,False,False,19.473079176527644
Uganda,1970-01-01 00:00:00.000002005,9239221763.05793,27963289.0,8.44872642299532,72.4,1.9,54.926,71.3237656509463,330.40540270702525,27.963289,9.23922176305793,False,False,12.199546155787232
Uganda,1970-01-01 00:00:00.000002006,9977647682.96954,28794003.0,7.31067613561864,70.24,2.264,56.118,71.370002746582,346.51825531064713,28.794003,9.97764768296954,False,False,13.315124286273807
Uganda,1970-01-01 00:00:00.000002007,11902564494.8833,29653430.0,6.1385108328505,70.24,2.667,57.248,71.3237656509463,401.3891308655795,29.65343,11.9025644948833,False,False,14.60128413802943
Uganda,1970-01-01 00:00:00.000002008,14440404132.2047,30539553.0,12.0508555482886,70.24,3.035,58.253,71.3237656509463,472.8426814958523,30.539553,14.4404041322047,False,True,8.589288505128634
Uganda,1970-01-01 00:00:00.000002009,25127805566.6584,31451151.0,13.0172561889185,63.5,3.6,59.157,71.3237656509463,798.9470899382475,31.451151,25.127805566658402,False,True,7.8521245726451285
Uganda,1970-01-01 00:00:00.000002010,26673441430.7857,32390802.0,3.97655288478168,70.24,3.623,59.959,73.2099990844727,823.4881442820002,32.390802,26.6734414307857,False,False,17.523267632119175
Uganda,1970-01-01 00:00:00.000002011,27871725241.4723,33354543.0,16.5643496174515,70.24,3.523,60.791,71.3237656509463,835.620060555838,33.354543,27.8717252414723,False,True,6.577013302748888
Uganda,1970-01-01 00:00:00.000002012,27305915910.7877,34337438.0,12.6790377224659,56.2,3.551,61.579,70.1999969482422,795.2228675531268,34.337438,27.3059159107877,False,True,8.119451057456965
Uganda,1970-01-01 00:00:00.000002013,28915786516.6123,35337042.0,4.90520875694557,70.24,1.91,62.353,71.3237656509463,818.285427416712,35.337042,28.9157865166123,False,False,19.61447850217538
Uganda,1970-01-01 00:00:00.000002014,32612397257.4458,36395539.0,3.07570668958641,70.24,2.357,63.057,68.5100021362305,896.0547955463937,36.395539,32.6123972574458,False,False,24.217578760219542
Uganda,1970-01-01 00:00:00.000002015,32387183730.1002,37531446.0,5.58968606251725,70.24,2.681,63.831,71.3237656509463,862.9346103558121,37.531446,32.3871837301002,False,False,16.341421331836994
Uganda,1970-01-01 00:00:00.000002016,29203988696.2626,38799152.0,5.70637504616212,60.1,3.002,64.494,69.0999984741211,752.6965717256552,38.799152,29.2039886962626,False,False,15.340864141238095
Uganda,1970-01-01 00:00:00.000002017,30744473841.424,40177388.0,5.20971705914209,70.24,3.428,65.174,71.3237656509463,765.2183322973609,40.177388,30.744473841424,False,False,15.802527996269356
Uganda,1970-01-01 00:00:00.000002018,32927025619.6795,41565831.0,2.61601190952274,70.24,3.249,65.775,71.3237656509463,792.1657002281394,41.565831,32.9270256196795,False,False,23.375701152174226
Uganda,1970-01-01 00:00:00.000002019,35353061003.4359,42999637.0,2.867588034469,59.8,3.057,66.354,71.3237656509463,822.1711500363573,42.999637,35.3530610034359,False,False,23.238369461292994
Uganda,1970-01-01 00:00:00.000002020,37600368241.6657,44457152.0,3.31332289544502,70.24,3.819,66.41,71.3237656509463,845.7664638901228,44.457152,37.600368241665706,False,False,19.31120725604115
Uganda,1970-01-01 00:00:00.000002021,40529788748.6737,45910930.0,2.20457204757414,70.24,3.416,66.45,79.0476540680567,882.7917175425046,45.91093,40.529788748673695,False,False,25.886627346206524
Uganda,1970-01-01 00:00:00.000002022,45565333210.9108,47312719.0,7.1957888597581,70.24,2.885,67.675,71.3237656509463,963.0673141171784,47.312719,45.565333210910794,False,False,13.78848099932149
