country,date,gdp,population,inflation,poverty,unemployment,life_expectancy,literacy
Rwanda,1970-01-01 00:00:00.000001960,119000024.001543,3022294.0,7.489975100689005,65.71666666666667,11.898800000000001,47.022,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001961,122000016.001582,3106779.0,7.489975100689005,65.71666666666667,11.898800000000001,47.458,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001962,125000008.001621,3186025.0,7.489975100689005,65.71666666666667,11.898800000000001,47.802,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001963,128000000.001659,3258890.0,7.489975100689005,65.71666666666667,11.898800000000001,43.998,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001964,129999994.001685,3334834.0,7.489975100689005,65.71666666666667,11.898800000000001,48.131,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001965,148799980.001929,3423210.0,7.489975100689005,65.71666666666667,11.898800000000001,48.203,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001966,124525702.858758,3521626.0,7.489975100689005,65.71666666666667,11.898800000000001,48.084,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001967,159560018.002069,3629577.0,1.45292730022852,65.71666666666667,11.898800000000001,47.987,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001968,172200018.002233,3744010.0,3.16193697269933,65.71666666666667,11.898800000000001,47.731,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001969,188700037.002446,3861271.0,0.484939553317571,65.71666666666667,11.898800000000001,47.437,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001970,219900006.002851,3980669.0,0.514885808022463,65.71666666666667,11.898800000000001,47.116,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001971,222952504.408961,4100044.0,0.488580074222891,65.71666666666667,11.898800000000001,46.755,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001972,246457838.339876,4220335.0,3.092193808935,65.71666666666667,11.898800000000001,46.343,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001973,290746157.14969,4345047.0,9.3736740756774,65.71666666666667,11.898800000000001,45.944,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001974,308458423.187853,4474228.0,31.0882993654484,65.71666666666667,11.898800000000001,45.566,66.51750135421753
Rwanda,1970-01-01 00:00:00.000001975,571863500.256072,4607728.0,30.2260465749065,65.71666666666667,11.898800000000001,45.324,66.51750135421753
